period,respondent,respondent-name,type,type-name,timezone,timezone-description,value,value-units,region
2025-05-06,NYIS,New York Independent System Operator,D,Demand,Central,Central,362853,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,365045,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,D,Demand,Mountain,Mountain,360192,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,D,Demand,Pacific,Pacific,360106,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,358316,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Central,Central,358313,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,358269,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,358323,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,358316,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,NG,Net generation,Arizona,Arizona,309603,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,NG,Net generation,Central,Central,314595,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,318141,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,NG,Net generation,Mountain,Mountain,310665,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,NG,Net generation,Pacific,Pacific,309603,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,TI,Total interchange,Arizona,Arizona,-50503,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,TI,Total interchange,Central,Central,-48258,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,TI,Total interchange,Eastern,Eastern,-46904,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,TI,Total interchange,Mountain,Mountain,-49527,megawatthours,New York
2025-05-06,NYIS,New York Independent System Operator,TI,Total interchange,Pacific,Pacific,-50503,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,357887,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,D,Demand,Central,Central,357467,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,357163,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,D,Demand,Mountain,Mountain,357694,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,D,Demand,Pacific,Pacific,357887,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,351990,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Central,Central,352028,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,352051,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,352005,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,351990,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,NG,Net generation,Arizona,Arizona,299808,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,NG,Net generation,Central,Central,298854,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,298274,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,NG,Net generation,Mountain,Mountain,299463,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,NG,Net generation,Pacific,Pacific,299808,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,TI,Total interchange,Arizona,Arizona,-58079,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,TI,Total interchange,Central,Central,-58613,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,TI,Total interchange,Eastern,Eastern,-58889,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,TI,Total interchange,Mountain,Mountain,-58231,megawatthours,New York
2025-05-07,NYIS,New York Independent System Operator,TI,Total interchange,Pacific,Pacific,-58079,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,369593,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,D,Demand,Central,Central,369180,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,368991,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,D,Demand,Mountain,Mountain,369388,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,D,Demand,Pacific,Pacific,369593,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,351810,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Central,Central,351461,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,351333,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,351636,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,351810,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,NG,Net generation,Arizona,Arizona,299048,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,NG,Net generation,Central,Central,299052,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,298650,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,NG,Net generation,Mountain,Mountain,299012,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,NG,Net generation,Pacific,Pacific,299048,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,TI,Total interchange,Arizona,Arizona,-70545,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,TI,Total interchange,Central,Central,-70128,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,TI,Total interchange,Eastern,Eastern,-70341,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,TI,Total interchange,Mountain,Mountain,-70376,megawatthours,New York
2025-05-08,NYIS,New York Independent System Operator,TI,Total interchange,Pacific,Pacific,-70545,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,371722,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,D,Demand,Central,Central,372064,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,372257,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,D,Demand,Mountain,Mountain,371884,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,D,Demand,Pacific,Pacific,371722,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,353091,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Central,Central,353924,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,354314,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,353508,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,353091,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,NG,Net generation,Arizona,Arizona,306667,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,NG,Net generation,Central,Central,307038,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,307539,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,NG,Net generation,Mountain,Mountain,306799,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,NG,Net generation,Pacific,Pacific,306667,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,TI,Total interchange,Arizona,Arizona,-65055,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,TI,Total interchange,Central,Central,-65026,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,TI,Total interchange,Eastern,Eastern,-64718,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,TI,Total interchange,Mountain,Mountain,-65085,megawatthours,New York
2025-05-09,NYIS,New York Independent System Operator,TI,Total interchange,Pacific,Pacific,-65055,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,318627,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,D,Demand,Central,Central,319123,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,319321,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,D,Demand,Mountain,Mountain,318876,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,D,Demand,Pacific,Pacific,318627,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,302863,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Central,Central,302982,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,303031,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,302934,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,302863,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,NG,Net generation,Arizona,Arizona,265151,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,NG,Net generation,Central,Central,266172,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,266741,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,NG,Net generation,Mountain,Mountain,265309,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,NG,Net generation,Pacific,Pacific,265151,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,TI,Total interchange,Arizona,Arizona,-53476,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,TI,Total interchange,Central,Central,-52951,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,TI,Total interchange,Eastern,Eastern,-52580,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,TI,Total interchange,Mountain,Mountain,-53567,megawatthours,New York
2025-05-10,NYIS,New York Independent System Operator,TI,Total interchange,Pacific,Pacific,-53476,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,D,Demand,Arizona,Arizona,314294,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,D,Demand,Central,Central,314206,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,D,Demand,Eastern,Eastern,314285,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,D,Demand,Mountain,Mountain,314251,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,D,Demand,Pacific,Pacific,314294,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Arizona,Arizona,293418,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Central,Central,293123,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Eastern,Eastern,293126,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Mountain,Mountain,293223,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,DF,Day-ahead demand forecast,Pacific,Pacific,293418,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,NG,Net generation,Arizona,Arizona,253682,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,NG,Net generation,Central,Central,252885,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,NG,Net generation,Eastern,Eastern,252697,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,NG,Net generation,Mountain,Mountain,253474,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,NG,Net generation,Pacific,Pacific,253682,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,TI,Total interchange,Arizona,Arizona,-60612,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,TI,Total interchange,Central,Central,-61321,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,TI,Total interchange,Eastern,Eastern,-61588,megawatthours,New York
2025-05-11,NYIS,New York Independent System Operator,TI,Total interchange,Mountain,Mountain,-60777,megawatthours,New York
